Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value
Land Cover (area),Rapeseed,"Central Okanagan, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,1336.27135725
Land Cover (area),Rapeseed,"Columbia-Shuswap, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,818.801405325
Land Cover (area),Rapeseed,"Columbia-Shuswap, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,1236.48224852
Land Cover (area),Rapeseed,"Comox-Strathcona, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,278.39157267
Land Cover (area),Rapeseed,"Comox-Strathcona, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,863.679086538
Land Cover (area),Rapeseed,"Cowichan Valley, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,450.014792899
Land Cover (area),Rapeseed,"Cowichan Valley, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,825.721616124
Land Cover (area),Rapeseed,"East Kootenay, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,466.284901997
Land Cover (area),Rapeseed,"East Kootenay, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,779.360022189
Land Cover (area),Rapeseed,"Fraser-Fort George, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,229.205367049
Land Cover (area),Rapeseed,"Fraser-Fort George, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,338.575744268
Land Cover (area),Rapeseed,"Fraser Valley, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,1235.91512574
Land Cover (area),Rapeseed,"Fraser Valley, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,2320.22466716
Land Cover (area),Rapeseed,"Greater Vancouver, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,1101.97892012
Land Cover (area),Rapeseed,"Greater Vancouver, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,2257.5772929
Land Cover (area),Rapeseed,"Kitimat-Stikine, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Kitimat-Stikine, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,3.3263307831
Land Cover (area),Rapeseed,"Kootenay Boundary, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,471.24958395
Land Cover (area),Rapeseed,"Kootenay Boundary, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,564.983173077
Land Cover (area),Rapeseed,"Mount Waddington, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Mount Waddington, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Nanaimo, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,293.504460984
Land Cover (area),Rapeseed,"Nanaimo, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,270.248382027
Land Cover (area),Rapeseed,"North Okanagan, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,1324.04077293
Land Cover (area),Rapeseed,"North Okanagan, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,2945.56693787
Land Cover (area),Rapeseed,"Northern Rockies, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Northern Rockies, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,11.3000011557
Land Cover (area),Rapeseed,"Okanagan-Similkameen, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,1629.74130917
Land Cover (area),Rapeseed,"Okanagan-Similkameen, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,2281.16660503
Land Cover (area),Rapeseed,"Peace River, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,4547.09985207
Land Cover (area),Rapeseed,"Peace River, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,2410.30029586
Land Cover (area),Rapeseed,"Powell River, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,10.7072479429
Land Cover (area),Rapeseed,"Powell River, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,0.0751479335085
Land Cover (area),Rapeseed,"Skeena-Queen Charlotte, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Skeena-Queen Charlotte, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Squamish-Lillooet, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,217.159763314
Land Cover (area),Rapeseed,"Squamish-Lillooet, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,98.0976331361
Land Cover (area),Rapeseed,"Stikine, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Stikine, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Sunshine Coast, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,1.67855022363
Land Cover (area),Rapeseed,"Sunshine Coast, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,0.93505931606
Land Cover (area),Rapeseed,"Thompson-Nicola, British Columbia",,hectare,point in time,2005-12-31,2005-12-31,5540.34689349
Land Cover (area),Rapeseed,"Thompson-Nicola, British Columbia",,hectare,point in time,2010-12-31,2010-12-31,8549.28328402
Land Cover (area),Rapeseed,"Division No. 1 - Eastern Manitoba, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,22567.6878698
Land Cover (area),Rapeseed,"Division No. 1 - Eastern Manitoba, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,26919.0532544
Land Cover (area),Rapeseed,"Division No. 10 - Whitehorse Plains, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,14071.4511834
Land Cover (area),Rapeseed,"Division No. 10 - Whitehorse Plains, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,40076.8609467
Land Cover (area),Rapeseed,"Division No. 11 - Winnipeg, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,377.769092086
Land Cover (area),Rapeseed,"Division No. 11 - Winnipeg, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,5431.69008876
Land Cover (area),Rapeseed,"Division No. 12 - Beausejour Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,16797.8550296
Land Cover (area),Rapeseed,"Division No. 12 - Beausejour Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,22643.5295858
Land Cover (area),Rapeseed,"Division No. 13 - Selkirk Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,8731.76627219
Land Cover (area),Rapeseed,"Division No. 13 - Selkirk Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,18125.8860947
Land Cover (area),Rapeseed,"Division No. 14 - South Interlake, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,29191.0857988
Land Cover (area),Rapeseed,"Division No. 14 - South Interlake, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,32766.3934911
Land Cover (area),Rapeseed,"Division No. 15 - Western Manitoba, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,102056.698225
Land Cover (area),Rapeseed,"Division No. 15 - Western Manitoba, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,121883.597633
Land Cover (area),Rapeseed,"Division No. 16 - Roblin Russell Rossburn Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,36155.9408284
Land Cover (area),Rapeseed,"Division No. 16 - Roblin Russell Rossburn Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,51251.8994083
Land Cover (area),Rapeseed,"Division No. 17 - Dauphin, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,34649.6094675
Land Cover (area),Rapeseed,"Division No. 17 - Dauphin, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,76425.6923077
Land Cover (area),Rapeseed,"Division No. 18 - North Interlake Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,80584.7100592
Land Cover (area),Rapeseed,"Division No. 18 - North Interlake Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,39425.3372781
Land Cover (area),Rapeseed,"Division No. 19 - North East, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,3399.86501479
Land Cover (area),Rapeseed,"Division No. 19 - North East, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,7054.99704142
Land Cover (area),Rapeseed,"Division No. 2 - Steinbach Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,60456.5502959
Land Cover (area),Rapeseed,"Division No. 2 - Steinbach Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,55620.9940828
Land Cover (area),Rapeseed,"Division No. 20 - Swan River, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,15053.1686391
Land Cover (area),Rapeseed,"Division No. 20 - Swan River, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,49724.7218935
Land Cover (area),Rapeseed,"Division No. 21 - Flin Flon, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 21 - Flin Flon, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,7335.94600592
Land Cover (area),Rapeseed,"Division No. 22 - Thompson and North Central, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 22 - Thompson and North Central, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 23 - Churchill and Northern Manitoba, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 23 - Churchill and Northern Manitoba, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 3 - Pembina Valley, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,86602.4260355
Land Cover (area),Rapeseed,"Division No. 3 - Pembina Valley, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,110506.426036
Land Cover (area),Rapeseed,"Division No. 4 - Pilot Mound Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,76969.2840237
Land Cover (area),Rapeseed,"Division No. 4 - Pilot Mound Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,77523.8994083
Land Cover (area),Rapeseed,"Division No. 5 - South West, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,89786.8284024
Land Cover (area),Rapeseed,"Division No. 5 - South West, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,127027.621302
Land Cover (area),Rapeseed,"Division No. 6 - Virden Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,48984.6597633
Land Cover (area),Rapeseed,"Division No. 6 - Virden Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,45407.056213
Land Cover (area),Rapeseed,"Division No. 7 - Brandon Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,50043.5029586
Land Cover (area),Rapeseed,"Division No. 7 - Brandon Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,68175.0887574
Land Cover (area),Rapeseed,"Division No. 8 - Central Manitoba, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,89706.9526627
Land Cover (area),Rapeseed,"Division No. 8 - Central Manitoba, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,74392.5976331
Land Cover (area),Rapeseed,"Division No. 9 - Portage la Prairie Area, Manitoba",,hectare,point in time,2005-12-31,2005-12-31,36923.0118343
Land Cover (area),Rapeseed,"Division No. 9 - Portage la Prairie Area, Manitoba",,hectare,point in time,2010-12-31,2010-12-31,45729.8224852
Land Cover (area),Rapeseed,"Albert, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Albert, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Carleton, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Carleton, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Charlotte, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Charlotte, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Gloucester, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Gloucester, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Kent, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Kent, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Kings, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Kings, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Madawaska, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Madawaska, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0.647189349112
Land Cover (area),Rapeseed,"Northumberland, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Northumberland, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Queens, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Queens, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Restigouche, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Restigouche, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,2.42943776148
Land Cover (area),Rapeseed,"Saint John, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Saint John, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Sunbury, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Sunbury, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Victoria, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Victoria, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Westmorland, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Westmorland, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"York, New Brunswick",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"York, New Brunswick",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 1 - Avalon Peninsula-St. John's, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 1 - Avalon Peninsula-St. John's, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 10 - Labrador-Happy Valley-Goose Bay, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 10 - Labrador-Happy Valley-Goose Bay, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 11 - Nunatsiavut-Nain, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 11 - Nunatsiavut-Nain, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 2 - Burin Peninsula-Marystown, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 2 - Burin Peninsula-Marystown, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 3 - South Coast-Channel-Port aux Basques, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 3 - South Coast-Channel-Port aux Basques, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 4 - St. George's-Stephenville, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 4 - St. George's-Stephenville, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 5 - Humber District-Corner Brook, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 5 - Humber District-Corner Brook, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 6 - Central Newfoundland-Grand Falls-Windsor, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 6 - Central Newfoundland-Grand Falls-Windsor, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 7 - Bonavista/Trinity-Clarenville, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 7 - Bonavista/Trinity-Clarenville, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 8 - Notre Dame Bay-Lewisporte, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 8 - Notre Dame Bay-Lewisporte, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Division No. 9 - Northern Peninsula-St. Anthony, Newfoundland and Labrador",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Division No. 9 - Northern Peninsula-St. Anthony, Newfoundland and Labrador",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Fort Smith, Northwest Territories",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Fort Smith, Northwest Territories",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Inuvik, Northwest Territories",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Inuvik, Northwest Territories",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Annapolis, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Annapolis, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Antigonish, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Antigonish, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Cape Breton, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Cape Breton, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Colchester, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Colchester, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Cumberland, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Cumberland, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Digby, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Digby, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Guysborough, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Guysborough, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Halifax, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Halifax, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Hants, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Hants, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Inverness, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Inverness, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Kings, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Kings, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Lunenburg, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Lunenburg, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Pictou, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Pictou, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
Land Cover (area),Rapeseed,"Queens, Nova Scotia",,hectare,point in time,2005-12-31,2005-12-31,0
Land Cover (area),Rapeseed,"Queens, Nova Scotia",,hectare,point in time,2010-12-31,2010-12-31,0
